,city,area,rooms,bathroom,parking spaces,floor,animal,furniture,hoa,rent_amount,property_tax,fire_insurance,total
3523,1,140,3,4,2,6,acept,not furnished,"1,350","2,500",200,32,"4,082"
3524,1,156,2,3,2,8,acept,furnished,"2,040","13,590",292,173,"16,090"
3525,1,295,4,4,4,21,acept,not furnished,"3,700","9,500","1,417",121,"14,740"
3526,1,42,1,1,1,5,acept,not furnished,330,"2,100",107,27,"2,564"
3527,1,480,4,5,2,-,acept,furnished,Sem info,"6,000","2,309",91,"8,400"
3528,1,65,1,2,2,3,not acept,furnished,950,"3,400",215,44,"4,609"
3529,1,220,4,5,3,9,acept,not furnished,"2,300","9,700","1,084",123,"13,210"
3530,1,57,2,1,2,8,acept,not furnished,710,"2,200",75,28,"3,013"
3531,1,170,3,3,0,10,acept,not furnished,"1,900","7,500",529,96,"10,030"
3532,0,55,1,1,1,2,acept,not furnished,452,850,44,11,"1,357"
3533,1,117,4,5,4,16,acept,not furnished,"1,521","2,500",646,32,"4,699"
3534,1,280,5,2,1,-,acept,not furnished,Sem info,"8,000",0,121,"8,121"
3535,1,140,4,3,2,10,acept,not furnished,"2,000","3,800",334,49,"6,183"
3536,1,57,2,2,0,9,acept,not furnished,590,"1,908",125,25,"2,648"
3537,1,200,3,4,2,-,acept,not furnished,0,"2,500",500,38,"3,038"
3538,1,35,1,1,0,1,not acept,not furnished,0,900,50,12,962
3539,0,30,1,1,0,15,acept,not furnished,280,500,10,7,797
3540,1,42,1,1,0,9,acept,furnished,"1,290","1,500",184,20,"2,994"
3541,0,69,2,1,1,7,not acept,not furnished,485,980,60,13,"1,538"
3542,1,60,2,1,1,7,acept,not furnished,460,"1,230",100,16,"1,806"
3543,1,253,3,5,5,9,acept,not furnished,"2,760","6,750","1,770",86,"11,370"
3544,1,220,4,5,2,-,acept,not furnished,0,"6,500","1,176",98,"7,774"
3545,1,127,2,3,2,1,acept,furnished,996,"3,600",292,46,"4,934"
3546,1,85,3,2,1,10,acept,furnished,700,"2,730",113,35,"3,578"
3547,1,470,4,6,3,-,acept,not furnished,0,"7,200","1,134",109,"8,443"
3548,1,124,3,3,2,16,acept,not furnished,"1,100","2,791",339,36,"4,266"
3549,1,100,2,2,0,-,not acept,not furnished,0,"3,250",0,49,"3,299"
3550,1,60,2,2,1,11,acept,not furnished,"1,680","4,000",200,51,"5,931"
3551,1,57,1,1,0,10,not acept,not furnished,500,"2,200",0,28,"2,728"
3552,1,54,1,1,1,20,acept,furnished,700,"4,500",167,58,"5,425"
3553,1,84,3,1,1,6,acept,not furnished,670,"2,180",100,28,"2,978"
3554,1,360,3,4,1,10,acept,not furnished,"2,300","10,000",584,127,"13,010"
3555,1,51,2,1,0,12,acept,furnished,456,"2,000",0,26,"2,482"
3556,1,119,2,2,0,5,acept,not furnished,909,"2,350",0,30,"3,289"
3557,1,70,2,1,0,-,not acept,not furnished,0,"1,700",25,26,"1,751"
3558,1,100,3,3,2,3,not acept,not furnished,"1,100","4,350",350,56,"5,856"
3559,1,100,2,1,0,4,acept,not furnished,0,"1,500",50,23,"1,573"
3560,1,79,2,1,1,3,acept,not furnished,513,"1,444",0,19,"1,976"
3561,1,220,3,4,3,2,not acept,not furnished,"2,500","5,150","1,250",66,"8,966"
3562,1,100,3,1,0,-,acept,not furnished,0,"2,700",292,41,"3,033"
3563,1,108,3,3,2,2,acept,not furnished,"1,200","3,400",334,44,"4,978"
3564,1,230,2,1,8,-,acept,not furnished,0,"4,500",720,68,"5,288"
3565,1,103,3,3,2,3,acept,furnished,"1,310","6,500",448,83,"8,341"
3566,1,90,3,2,2,2,acept,not furnished,"1,320","1,700",225,22,"3,267"
3567,1,220,4,4,2,10,acept,not furnished,"2,500","3,200",552,41,"6,293"
3568,1,125,3,2,2,11,acept,not furnished,"1,450","2,100",372,27,"3,949"
3569,1,54,1,1,1,8,acept,not furnished,"1,290","3,850",209,49,"5,398"
3570,1,300,5,5,3,-,acept,not furnished,0,"4,700",334,71,"5,105"
3571,1,280,3,5,3,-,acept,not furnished,0,"8,000",0,121,"8,121"
3572,1,45,2,2,0,-,not acept,not furnished,0,"1,650",84,25,"1,759"
3573,0,60,3,1,1,5,not acept,not furnished,600,"1,800",50,23,"2,473"
3574,1,100,2,2,1,15,acept,not furnished,"1,500","7,100",0,90,"8,690"
3575,1,40,1,1,1,10,acept,not furnished,700,"2,600",25,33,"3,358"
3576,1,160,3,2,1,10,not acept,not furnished,"1,100","2,300",109,30,"3,539"
3577,1,41,2,1,0,1,acept,not furnished,300,"1,478",0,19,"1,797"
3578,1,350,5,3,6,-,acept,not furnished,0,"6,070","1,084",92,"7,246"
3579,1,300,3,3,3,-,acept,not furnished,0,"3,500",250,53,"3,803"
3580,1,89,2,2,2,20,acept,furnished,"1,518","4,500",356,58,"6,432"
3581,1,325,4,5,7,-,acept,furnished,0,"13,000",825,196,"14,020"
3582,1,170,2,2,5,-,acept,not furnished,0,"5,500",600,83,"6,183"
3583,1,520,4,6,4,-,acept,not furnished,0,"15,000","2,250",226,"17,480"
3584,1,480,4,6,5,9,acept,not furnished,"6,660","15,000","3,063",191,"24,910"
3585,1,45,1,1,1,2,acept,not furnished,565,"2,500",0,32,"3,097"
3586,1,89,3,1,1,2,acept,not furnished,"1,083","2,000",255,26,"3,364"
3587,1,108,3,2,2,12,not acept,not furnished,900,"2,900",202,37,"4,039"
3588,0,48,2,1,0,5,acept,not furnished,263,"1,000",66,13,"1,342"
3589,1,160,3,2,2,18,acept,furnished,"1,530","1,900",167,25,"3,622"
3590,1,160,2,3,3,-,acept,not furnished,0,"7,500",417,113,"8,030"
3591,1,100,4,3,2,2,acept,not furnished,"1,027","2,500",369,32,"3,928"
3592,1,75,3,2,1,21,acept,not furnished,501,"2,900",28,37,"3,466"
3593,1,215,4,4,3,6,acept,not furnished,"3,800","3,400","1,084",44,"8,328"
3594,1,125,3,4,1,2,acept,not furnished,"1,100","4,900",0,63,"6,063"
3595,1,94,3,2,3,5,acept,not furnished,820,"2,200",350,28,"3,398"
3596,1,60,2,1,1,8,acept,not furnished,850,"2,750",0,35,"3,635"
3597,1,66,2,1,1,10,not acept,furnished,700,"3,800",84,27,"4,611"
3598,1,300,4,5,4,-,acept,not furnished,0,"5,000",538,76,"5,614"
3599,1,102,3,3,2,12,acept,not furnished,"1,366","5,702",276,73,"7,417"
3600,1,462,7,2,3,-,not acept,not furnished,0,"8,600",834,130,"9,564"
3601,0,51,2,1,2,13,not acept,not furnished,457,"1,850",56,24,"2,387"
3602,1,120,3,3,2,-,acept,not furnished,0,"3,500",122,53,"3,675"
3603,1,35,1,1,1,10,not acept,furnished,"1,400","2,800",205,36,"4,441"
3604,1,229,4,2,3,2,acept,furnished,"1,100","5,500",409,70,"7,079"
3605,1,530,4,5,6,-,not acept,not furnished,0,"15,000",0,226,"15,230"
3606,0,74,3,1,1,3,acept,not furnished,350,"1,000",54,13,"1,417"
3607,1,96,2,1,1,2,acept,not furnished,"1,080","4,300",118,55,"5,553"
3608,1,181,4,5,3,5,acept,not furnished,"2,100","2,600",579,33,"5,312"
3609,1,38,1,1,1,1,acept,not furnished,437,"1,942",14,9,"2,402"
3610,1,260,2,3,4,-,acept,not furnished,0,"5,500",142,83,"5,725"
3611,1,126,3,2,0,1,acept,not furnished,150,"2,210",125,28,"2,513"
3612,1,98,1,2,2,4,not acept,furnished,"1,750","8,400",580,107,"10,840"
3613,1,220,4,3,3,20,acept,furnished,"2,080","5,500","1,092",70,"8,742"
3614,1,164,3,2,2,6,acept,not furnished,"3,182","8,500",608,108,"12,400"
3615,1,50,1,1,1,3,not acept,furnished,690,"4,230",36,54,"5,010"
3616,0,55,2,1,1,1,acept,not furnished,360,900,53,12,"1,325"
3617,0,300,4,4,3,2,acept,not furnished,"2,300","6,000",417,77,"8,794"
3618,1,40,1,1,1,1,acept,not furnished,0,"1,300",30,17,"1,347"
3619,1,68,2,1,1,8,acept,not furnished,384,"1,306",0,17,"1,707"
3620,1,220,2,2,3,-,acept,not furnished,0,"10,500",750,158,"11,410"
3621,1,270,2,3,4,-,acept,not furnished,0,"3,270",169,50,"3,489"
3622,1,255,3,4,4,9,acept,furnished,"1,650","5,000",125,64,"6,839"
3623,1,49,1,1,1,10,not acept,not furnished,680,"2,300",200,30,"3,210"
3624,1,300,3,3,5,-,acept,not furnished,0,"5,000",584,76,"5,660"
3625,1,300,4,5,2,6,acept,furnished,"3,600","7,800",609,99,"12,110"
3626,1,38,2,1,0,5,acept,furnished,577,"3,200",50,41,"3,868"
3627,1,150,3,3,3,11,acept,not furnished,"2,270","6,000",754,77,"9,101"
3628,0,200,3,2,3,-,acept,not furnished,300,"2,550",600,39,"3,489"
3629,1,427,4,6,4,13,acept,not furnished,"3,440","10,000","1,350",127,"14,920"
3630,1,75,3,1,1,2,acept,furnished,770,"1,900",85,25,"2,780"
3631,1,150,3,3,2,-,acept,not furnished,Sem info,"3,300",135,50,"3,485"
3632,1,300,3,1,2,-,acept,not furnished,0,"4,500",292,68,"4,860"
3633,1,220,3,2,1,-,acept,not furnished,0,"5,000",500,76,"5,576"
3634,1,213,3,5,5,10,acept,not furnished,"3,800","6,200",Incluso,79,"10,080"
3635,1,320,4,6,4,4,acept,not furnished,"5,400","15,000",175,191,"20,770"
3636,1,84,3,2,1,3,not acept,furnished,741,"2,175",185,28,"3,129"
3637,1,75,2,1,0,-,not acept,furnished,450,"2,500",94,32,"3,076"
3638,1,57,2,1,0,4,acept,not furnished,318,"1,700",0,22,"2,040"
3639,1,16,1,1,0,1,not acept,not furnished,0,850,9,11,870
3640,0,72,2,2,1,7,acept,not furnished,480,850,9,11,"1,350"
3641,1,140,3,4,2,11,acept,furnished,"1,750","12,000",615,153,"14,520"
3642,0,80,2,2,1,8,acept,furnished,860,"2,000",34,26,"2,920"
3643,1,170,3,3,3,7,acept,not furnished,"2,450","3,000","1,015",39,"6,504"
3644,1,67,3,1,1,9,acept,not furnished,626,"1,550",110,20,"2,306"
3645,1,79,2,1,0,-,acept,not furnished,0,"2,100",218,27,"2,345"
3646,1,170,3,3,3,-,acept,not furnished,0,"3,500",209,53,"3,762"
3647,1,120,3,2,1,6,acept,not furnished,850,"3,200",120,41,"4,211"
3648,0,206,3,2,3,15,acept,not furnished,"1,900","3,910",417,50,"6,277"
3649,1,249,3,3,1,9,acept,furnished,"2,250","8,500",420,108,"11,280"
3650,1,120,4,4,2,5,acept,not furnished,"2,500","9,500",116,121,"12,240"
3651,0,260,3,4,4,-,acept,not furnished,900,"2,800",129,43,"3,872"
3652,0,120,2,1,0,3,acept,not furnished,830,"1,100",95,14,"2,039"
3653,1,400,4,6,4,-,acept,not furnished,0,"15,000","1,875",226,"17,100"
3654,1,165,3,1,3,-,acept,not furnished,0,"3,400",384,52,"3,836"
3655,1,55,2,1,1,6,not acept,not furnished,450,"1,800",111,23,"2,384"
3656,1,75,3,2,2,12,not acept,furnished,800,"2,236",64,29,"3,129"
3657,0,402,4,5,2,-,acept,furnished,450,"7,500",63,113,"8,126"
3658,0,58,2,1,1,2,acept,not furnished,332,"1,200",25,16,"1,573"
3659,1,50,1,1,0,-,not acept,not furnished,0,"1,220",0,19,"1,239"
3660,1,60,4,4,1,5,acept,not furnished,700,"2,120",100,27,"2,947"
3661,1,280,4,5,4,18,not acept,not furnished,"3,600","12,000",917,153,"16,670"
3662,1,214,4,4,3,5,acept,not furnished,"2,638","6,520","1,187",83,"10,430"
3663,1,110,3,1,0,-,acept,not furnished,0,"2,000",0,31,"2,031"
3664,1,35,1,2,1,3,not acept,furnished,830,"3,081",0,9,"3,920"
3665,1,320,3,3,8,-,acept,not furnished,0,"5,500",572,83,"6,155"
3666,1,50,1,1,0,1,acept,not furnished,50,750,25,10,835
3667,1,128,3,3,0,3,acept,furnished,"2,500","12,000",500,153,"15,150"
3668,1,70,2,1,1,1,acept,not furnished,300,"1,100",14,14,"1,428"
3669,1,277,3,2,1,11,acept,not furnished,"2,332","7,800",601,99,"10,830"
3670,1,200,4,4,3,9,acept,furnished,"2,800","5,000","1,211",64,"9,075"
3671,1,70,2,2,1,1,acept,not furnished,280,"1,000",138,13,"1,431"
3672,1,50,1,1,1,3,acept,not furnished,455,"1,900",0,25,"2,380"
3673,1,130,3,3,2,3,acept,not furnished,"1,140","4,000",292,51,"5,483"
3674,1,600,6,5,5,-,acept,furnished,0,"12,000","3,334",181,"15,520"
3675,1,135,3,3,0,1,not acept,not furnished,"1,400","3,810",167,49,"5,426"
3676,1,27,1,1,0,5,not acept,not furnished,"1,405","3,500",1,45,"4,951"
3677,1,197,3,1,2,-,acept,not furnished,0,"2,100",290,32,"2,422"
3678,1,400,10,5,8,-,acept,not furnished,0,"10,900","1,417",164,"12,480"
3679,0,92,3,2,3,1,acept,furnished,752,"2,525",0,32,"3,309"
3680,1,119,3,3,1,8,not acept,furnished,790,"3,750",135,48,"4,723"
3681,1,16,1,1,0,2,acept,not furnished,397,899,18,12,"1,326"
3682,1,45,2,1,1,8,acept,not furnished,450,"2,010",3,26,"2,489"
3683,1,57,2,1,1,5,acept,furnished,550,"2,450",63,32,"3,095"
3684,1,22,1,1,0,5,acept,not furnished,423,"1,600",0,21,"2,044"
3685,1,116,3,2,2,5,acept,not furnished,"1,884","3,800",518,49,"6,251"
3686,1,33,1,1,0,3,acept,not furnished,350,"1,650",0,21,"2,021"
3687,0,250,4,4,0,-,acept,not furnished,750,"3,825",369,58,"5,002"
3688,1,128,2,3,2,1,acept,not furnished,"1,500","7,500",334,96,"9,430"
3689,1,58,2,2,0,2,acept,not furnished,940,"1,250",107,16,"2,313"
3690,1,105,3,2,2,6,acept,not furnished,"1,002","2,583",35,33,"3,653"
3691,1,41,1,1,1,3,acept,furnished,534,"2,800",133,36,"3,503"
3692,1,90,3,1,1,1,acept,not furnished,"1,000","3,000",50,39,"4,089"
3693,1,100,3,3,2,2,not acept,not furnished,"1,300","2,300",363,30,"3,993"
3694,1,890,5,6,8,-,not acept,not furnished,0,"11,000","9,500",166,"20,670"
3695,1,180,3,4,3,5,acept,furnished,"2,800","9,000","1,125",115,"13,040"
3696,1,136,3,3,2,8,not acept,furnished,"1,535","9,900",482,126,"12,040"
3697,1,175,1,3,2,19,not acept,furnished,900,"4,142",0,53,"5,095"
3698,0,100,3,2,2,3,acept,not furnished,885,"1,200",80,16,"2,181"
3699,1,65,2,2,1,9,acept,not furnished,541,"1,550",117,20,"2,228"
3700,1,50,2,1,0,2,not acept,not furnished,"1,000","1,000",45,13,"2,058"
3701,1,105,3,3,1,5,acept,not furnished,980,"2,150",0,28,"3,158"
3702,1,108,3,3,2,3,acept,not furnished,"1,800","4,800",393,61,"7,054"
3703,1,55,1,1,0,1,not acept,not furnished,150,730,0,10,890
3704,1,46,2,1,1,5,acept,not furnished,500,"1,418",0,6,"1,924"
3705,1,71,3,4,0,-,acept,not furnished,0,"4,000",0,61,"4,061"
3706,1,93,3,2,2,10,acept,not furnished,"1,040","2,600",240,33,"3,913"
3707,1,60,2,2,1,11,acept,furnished,"1,680","6,000",200,77,"7,957"
3708,1,250,3,2,5,-,not acept,not furnished,0,"4,500","1,000",68,"5,568"
3709,1,150,3,3,2,3,acept,furnished,"2,100","2,000",584,26,"4,710"
3710,1,90,2,1,1,1,acept,not furnished,"1,000","3,000",50,39,"4,089"
3711,1,140,3,3,3,7,not acept,not furnished,"2,200","8,000",800,102,"11,100"
3712,0,68,2,1,0,-,acept,not furnished,0,"1,650",14,25,"1,689"
3713,1,530,4,5,6,-,acept,not furnished,0,"5,950","1,200",90,"7,240"
3714,1,141,4,3,2,3,acept,not furnished,"1,500","4,325",542,55,"6,422"
3715,1,44,2,1,0,3,acept,not furnished,490,"1,200",30,16,"1,736"
3716,1,50,2,1,1,1,not acept,not furnished,520,"1,439",Incluso,19,"1,978"
3717,1,216,3,5,0,14,not acept,furnished,"3,200","15,000","1,500",191,"19,890"
3718,1,60,2,2,1,1,acept,not furnished,862,"2,514",0,32,"3,408"
3719,1,20,1,1,0,-,acept,not furnished,20,"1,200",25,19,"1,264"
3720,1,250,3,4,0,1,acept,furnished,"2,000","10,000","1,667",127,"13,790"
3721,0,92,3,2,2,13,acept,furnished,720,"3,200",139,41,"4,100"
3722,1,90,2,1,1,-,not acept,not furnished,0,"2,250",0,34,"2,284"
3723,1,60,2,2,2,2,acept,not furnished,"2,340","3,570",284,46,"6,240"
3724,1,32,1,1,0,1,not acept,not furnished,26,"1,290",33,17,"1,366"
3725,1,50,1,1,1,-,acept,not furnished,Incluso,"2,592",0,24,"2,616"
3726,1,250,4,5,4,1,acept,not furnished,"4,200","12,000","1,667",153,"18,020"
3727,1,350,4,5,4,2,acept,furnished,"5,000","15,000",0,191,"20,190"
3728,0,73,3,2,2,6,not acept,not furnished,812,"1,500",204,20,"2,536"
3729,1,74,3,2,1,14,acept,not furnished,510,"1,980",8,26,"2,524"
3730,0,200,3,2,3,-,acept,not furnished,0,"2,000",153,31,"2,184"
3731,1,230,2,3,1,1,acept,furnished,"3,000","12,000",450,153,"15,600"
3732,1,200,3,2,5,-,acept,not furnished,0,"7,000",963,106,"8,069"
3733,1,40,2,1,0,16,not acept,not furnished,300,"1,644",0,21,"1,965"
3734,1,71,2,1,1,7,acept,not furnished,785,"2,559",0,32,"3,376"
3735,0,200,3,3,2,-,acept,not furnished,650,"2,210",184,34,"3,078"
3736,1,60,2,1,0,-,acept,not furnished,0,"1,700",245,26,"1,971"
3737,1,170,6,5,1,-,acept,not furnished,0,"3,468",0,53,"3,521"
3738,1,298,4,6,5,-,acept,furnished,0,"8,450",750,128,"9,328"
3739,1,75,3,2,1,8,not acept,not furnished,705,"1,900",70,25,"2,700"
3740,1,480,4,6,5,-,acept,not furnished,0,"15,000","1,572",226,"16,800"
3741,1,142,3,4,2,4,acept,not furnished,"1,100","4,500",375,58,"6,033"
3742,1,77,3,1,2,6,acept,not furnished,900,"3,400",191,44,"4,535"
3743,1,15,1,1,0,1,not acept,furnished,0,"1,550",0,20,"1,570"
3744,1,350,3,4,3,8,acept,furnished,"2,430","8,000","1,250",102,"11,780"
3745,1,35,1,1,0,-,not acept,not furnished,0,"1,100",84,17,"1,201"
3746,1,350,7,4,2,-,not acept,not furnished,0,"8,000","1,250",121,"9,371"
3747,1,60,2,2,2,6,acept,not furnished,700,"2,200",195,28,"3,123"
3748,1,125,3,2,1,9,acept,not furnished,"1,000","4,655",200,59,"5,914"
3749,1,68,2,2,2,8,acept,furnished,"1,030","3,419",236,44,"4,729"
3750,1,280,3,4,2,-,acept,not furnished,0,"7,000",584,106,"7,690"
3751,1,390,4,4,5,8,not acept,furnished,"8,500","8,600","3,917",109,"21,130"
3752,1,198,5,5,2,1,acept,not furnished,"1,500","3,801",554,49,"5,904"
3753,1,330,6,4,3,-,acept,not furnished,0,"13,000","1,156",196,"14,350"
3754,1,430,4,3,4,-,acept,not furnished,0,"8,500","1,427",128,"10,060"
3755,1,79,3,2,2,11,acept,not furnished,"1,200","2,600",314,33,"4,147"
3756,1,100,1,1,0,-,not acept,not furnished,Sem info,950,0,15,965
3757,1,130,2,1,0,-,acept,furnished,0,"4,450",584,67,"5,101"
3758,1,130,3,2,0,1,acept,furnished,550,"4,800",215,61,"5,626"
3759,1,80,2,2,1,-,acept,not furnished,0,"2,600",417,40,"3,057"
3760,1,45,2,1,0,-,not acept,not furnished,70,"1,450",43,22,"1,585"
3761,0,45,1,1,1,15,acept,not furnished,653,880,38,12,"1,583"
3762,1,180,4,4,2,10,acept,not furnished,"1,900","5,500",507,70,"7,977"
3763,0,84,3,1,1,3,acept,not furnished,950,"1,200",147,16,"2,313"
3764,1,225,4,5,4,22,acept,furnished,"2,000","9,000","1,192",115,"12,310"
3765,1,230,4,3,4,17,not acept,furnished,"2,217","6,000",745,77,"9,039"
3766,0,350,2,2,2,-,acept,not furnished,0,"4,300",150,65,"4,515"
3767,1,45,1,1,0,-,not acept,not furnished,Incluso,"1,200",0,19,"1,219"
3768,1,208,4,4,3,1,acept,furnished,"2,860","8,000","1,672",102,"12,630"
3769,1,48,2,1,1,12,not acept,not furnished,405,"2,050",104,26,"2,585"
3770,1,360,4,5,2,7,acept,not furnished,"2,600","15,000","1,167",191,"18,960"
3771,0,74,3,2,1,4,acept,not furnished,390,"1,000",24,13,"1,427"
3772,1,37,1,1,1,20,acept,not furnished,530,"3,700",59,47,"4,336"
3773,1,260,5,5,4,20,not acept,not furnished,"4,000","8,000","2,620",102,"14,720"
3774,1,60,2,1,0,2,acept,not furnished,200,"1,445",0,19,"1,664"
3775,1,50,2,1,0,1,acept,not furnished,54,"2,000",42,26,"2,122"
3776,1,220,3,4,4,10,acept,not furnished,"3,500","7,000","1,000",89,"11,590"
3777,1,375,4,4,3,-,acept,not furnished,0,"6,400",75,97,"6,572"
3778,1,55,2,1,1,19,acept,furnished,608,"2,100",84,27,"2,819"
3779,1,35,1,1,0,1,not acept,not furnished,250,"1,305",0,17,"1,572"
3780,1,80,1,1,0,-,not acept,not furnished,0,"2,000",200,26,"2,226"
3781,1,700,5,8,3,-,acept,not furnished,0,"12,000","1,000",181,"13,180"
3782,0,80,3,1,0,6,acept,not furnished,500,"1,000",30,13,"1,543"
3783,1,300,3,3,2,11,acept,furnished,"2,600","7,650",500,97,"10,850"
3784,0,420,5,3,3,-,not acept,not furnished,Sem info,"4,000",142,61,"4,203"
3785,1,190,3,4,4,5,acept,not furnished,"3,600","11,000","1,584",140,"16,320"
3786,1,300,4,5,4,9,acept,furnished,"4,300","7,000","1,417",89,"12,810"
3787,0,50,1,1,0,2,acept,not furnished,450,"1,080",15,14,"1,559"
3788,1,45,1,1,0,1,not acept,not furnished,Sem info,"1,100",0,17,"1,117"
3789,1,64,2,1,1,24,not acept,not furnished,592,"1,817",84,24,"2,517"
3790,1,140,3,4,3,8,acept,furnished,"1,250","9,500",775,121,"11,650"
3791,1,89,2,3,1,-,acept,furnished,360,"5,700",204,73,"6,337"
3792,1,50,2,2,1,-,not acept,not furnished,200,"2,175",234,33,"2,642"
3793,1,200,3,2,3,-,acept,not furnished,0,"3,950",800,60,"4,810"
3794,1,80,2,1,0,16,acept,not furnished,417,"1,863",0,8,"2,288"
3795,1,400,4,3,2,-,acept,not furnished,0,"8,000","1,417",121,"9,538"
3796,1,53,2,2,1,7,acept,not furnished,450,"2,350",0,30,"2,830"
3797,0,63,2,1,1,-,not acept,not furnished,352,"1,750",90,23,"2,215"
3798,1,200,2,3,1,2,not acept,furnished,"2,300","13,000",625,165,"16,090"
3799,1,50,2,1,1,7,not acept,furnished,465,"1,357",0,6,"1,828"
3800,1,260,4,4,3,13,acept,not furnished,"4,070","15,000","1,500",191,"20,760"
3801,0,78,2,1,1,8,acept,not furnished,605,"1,468",106,19,"2,198"
3802,1,368,4,5,4,1,acept,not furnished,"4,210","5,000","2,661",64,"11,940"
3803,1,32,1,1,1,14,not acept,furnished,"2,000","1,700",125,22,"3,847"
3804,1,83,3,2,2,11,acept,not furnished,888,"7,521",221,96,"8,726"
3805,1,140,3,3,2,-,acept,not furnished,0,"3,800",200,58,"4,058"
3806,1,155,4,5,3,14,not acept,not furnished,"1,850","6,000",625,77,"8,552"
3807,1,102,2,1,0,3,acept,not furnished,538,"2,000",109,26,"2,673"
3808,0,120,3,3,3,8,not acept,not furnished,700,"2,700",167,35,"3,602"
3809,1,103,3,2,1,-,acept,not furnished,Incluso,"4,200",250,64,"4,514"
3810,0,230,3,3,3,6,acept,not furnished,"3,200","4,500",534,58,"8,292"
3811,1,340,4,3,8,-,acept,not furnished,0,"13,000","1,167",196,"14,360"
3812,0,480,3,6,4,-,acept,not furnished,700,"5,400",584,82,"6,766"
3813,1,400,5,5,5,-,acept,not furnished,0,"6,400","2,500",97,"8,997"
3814,0,58,2,1,1,3,acept,not furnished,289,950,11,13,"1,263"
3815,1,92,2,1,1,16,acept,not furnished,"1,760","6,000",400,77,"8,237"
3816,0,151,2,2,1,8,acept,furnished,900,"2,000",262,26,"3,188"
3817,1,42,1,1,1,7,not acept,furnished,743,"2,800",209,36,"3,788"
3818,1,170,3,2,2,-,acept,not furnished,0,"4,200",309,64,"4,573"
3819,1,180,4,3,2,11,acept,furnished,"1,880","9,000",460,115,"11,460"
3820,1,23,1,1,0,23,acept,not furnished,399,"2,100",42,27,"2,568"
3821,1,285,4,4,4,17,acept,not furnished,"3,100","15,000",973,191,"19,260"
3822,1,277,3,3,0,11,acept,not furnished,"2,332","8,500",550,108,"11,490"
3823,1,214,3,2,5,4,acept,not furnished,"4,226","14,000","2,469",178,"20,870"
3824,1,230,3,4,1,8,acept,furnished,"2,500","6,750",584,86,"9,920"
3825,1,200,4,4,2,9,acept,furnished,"3,700","7,000",850,89,"11,640"
3826,1,20,1,1,0,-,acept,furnished,0,"2,460",300,37,"2,797"
3827,1,28,1,1,0,1,not acept,furnished,Incluso,"1,750",0,23,"1,773"
3828,1,90,2,2,0,-,acept,not furnished,0,"1,750",0,27,"1,777"
3829,1,112,3,2,3,3,acept,not furnished,"1,251","2,500",332,32,"4,115"
3830,1,224,4,5,2,-,acept,not furnished,0,"3,800",731,58,"4,589"
3831,1,214,4,6,4,4,acept,furnished,"2,000","11,000",780,140,"13,920"
3832,1,42,1,1,0,3,acept,furnished,949,"2,456",0,9,"3,414"
3833,1,80,2,1,0,-,not acept,not furnished,0,"1,400",100,22,"1,522"
3834,1,160,3,3,2,-,acept,not furnished,0,"2,500",192,38,"2,730"
3835,1,34,1,1,0,9,acept,not furnished,310,"4,600",55,59,"5,024"
3836,0,189,3,3,3,19,acept,not furnished,"1,000","9,800",506,125,"11,430"
3837,1,30,1,1,0,4,acept,furnished,350,"3,200",0,41,"3,591"
3838,1,311,4,5,6,4,acept,furnished,"5,083","14,000","3,461",178,"22,720"
3839,1,92,3,1,0,1,not acept,furnished,150,"1,700",13,22,"1,885"
3840,1,48,2,1,1,3,acept,not furnished,328,"1,550",54,20,"1,952"
3841,1,192,3,1,0,-,not acept,not furnished,0,"1,600",125,25,"1,750"
3842,0,145,4,3,2,8,acept,not furnished,"1,800","5,700",292,73,"7,865"
3843,1,33,1,1,1,18,not acept,furnished,"1,500","3,500",0,45,"5,045"
3844,1,16,1,1,0,1,not acept,not furnished,0,850,59,11,920
3845,1,80,2,2,1,8,acept,furnished,"1,100","3,452",190,44,"4,786"
3846,0,60,2,1,1,3,acept,not furnished,505,450,48,6,"1,009"
3847,1,79,3,2,2,3,acept,not furnished,995,"2,200",146,28,"3,369"
3848,1,193,2,4,4,7,acept,not furnished,"1,948","13,000","1,323",165,"16,440"
3849,1,300,3,3,5,-,acept,not furnished,0,"5,400",834,82,"6,316"
3850,1,90,3,1,1,2,acept,not furnished,"1,000","3,000",50,39,"4,089"
3851,1,55,2,2,1,2,acept,furnished,100,"1,200",39,16,"1,355"
3852,1,130,4,4,3,2,acept,not furnished,"1,160","3,000",459,39,"4,658"
3853,0,67,3,1,1,1,not acept,not furnished,351,900,40,12,"1,303"
3854,0,70,1,2,1,6,acept,furnished,"1,500","2,500",0,32,"4,032"
3855,1,105,3,3,2,4,not acept,not furnished,"1,380","2,720",417,35,"4,552"
3856,1,400,3,5,5,-,acept,not furnished,0,"12,500",0,188,"12,690"
3857,1,44,1,1,0,6,acept,not furnished,660,"2,800",110,36,"3,606"
3858,1,50,1,1,1,10,not acept,furnished,"1,436","7,800",359,99,"9,694"
3859,1,70,1,1,0,-,acept,not furnished,0,"1,200",34,19,"1,253"
3860,1,174,3,1,2,-,acept,not furnished,0,"3,600",284,55,"3,939"
3861,1,84,3,2,2,7,acept,furnished,540,"2,200",71,28,"2,839"
3862,1,100,2,1,1,11,acept,not furnished,"1,173","4,000",120,51,"5,344"
3863,1,250,4,3,3,-,acept,not furnished,0,"4,350",250,66,"4,666"
